x-axis,1,2
second,Volt,Volt
+0.0E+00,+28.0415072441E+00,+2.2899499610E+00
+500.0E-09,+29.3279393911E+00,+2.3124625236E+00
+1.0000E-06,+29.3279393911E+00,+2.3253268450E+00
+1.5000E-06,+29.3279393911E+00,+2.2899499610E+00
+2.0000E-06,+29.4823112488E+00,+2.3703519702E+00
+2.5000E-06,+30.0997986794E+00,+2.3381911665E+00
+3.0000E-06,+28.4531655312E+00,+2.3446233273E+00
+3.5000E-06,+28.0415072441E+00,+2.2931660414E+00
+4.0000E-06,+29.3279393911E+00,+2.3703519702E+00
+4.5000E-06,+28.6589946747E+00,+2.3703519702E+00
+5.0000E-06,+29.0706529617E+00,+2.3703519702E+00
+5.5000E-06,+29.3279393911E+00,+2.3767841309E+00
+6.0000E-06,+29.3279393911E+00,+2.4218092561E+00
+6.5000E-06,+29.3279393911E+00,+2.3703519702E+00
+7.0000E-06,+29.3279393911E+00,+2.4443218186E+00
+7.5000E-06,+30.3570851088E+00,+2.4346735775E+00
+8.0000E-06,+29.9454268217E+00,+2.3703519702E+00
+8.5000E-06,+30.6143715382E+00,+2.4314574972E+00
+9.0000E-06,+29.3279393911E+00,+2.4475378990E+00
+9.5000E-06,+29.3279393911E+00,+2.3703519702E+00
+10.0000E-06,+29.3279393911E+00,+2.3703519702E+00
+10.5000E-06,+30.4599996805E+00,+2.4411057383E+00
+11.0000E-06,+29.3279393911E+00,+2.3832162917E+00
+11.5000E-06,+29.8939695358E+00,+2.4507539794E+00
+12.0000E-06,+29.6881403923E+00,+2.4507539794E+00
+12.5000E-06,+30.6143715382E+00,+2.4507539794E+00
+13.0000E-06,+29.6881403923E+00,+2.5086434260E+00
+13.5000E-06,+29.8939695358E+00,+2.4507539794E+00
+14.0000E-06,+29.3279393911E+00,+2.4507539794E+00
+14.5000E-06,+30.4599996805E+00,+2.5215077475E+00
+15.0000E-06,+29.8425122499E+00,+2.4829147831E+00
+15.5000E-06,+29.7395976782E+00,+2.5311559886E+00
+16.0000E-06,+30.5629142523E+00,+2.5311559886E+00
+16.5000E-06,+29.3279393911E+00,+2.5311559886E+00
+17.0000E-06,+29.3279393911E+00,+2.5729650334E+00
+17.5000E-06,+29.3279393911E+00,+2.5472363904E+00
+18.0000E-06,+29.4308539629E+00,+2.5247238278E+00
+18.5000E-06,+30.6143715382E+00,+2.4796987027E+00
+19.0000E-06,+30.6143715382E+00,+2.5311559886E+00
+19.5000E-06,+29.4308539629E+00,+2.5311559886E+00
+20.0000E-06,+29.5852258205E+00,+2.5472363904E+00
