0
0
0
0
0
0
0
0
0
0.02
0.05
0.08
0.12
0.14
0.15
0.17
0.18
0.19
0.2
0.2
0.2
0.2
0.19
0.19
0.19
0.19
0.22
0.25
0.28
0.31
0.32
0.32
0.32
0.28
0.24
0.22
0.22
0.26
0.33
0.38
0.44
0.46
0.47
0.44
0.38
0.3
0.24
0.23
0.3
0.38
0.47
0.54
0.57
0.58
0.55
0.48
0.4
0.31
0.26
0.32
0.42
0.53
0.6
0.65
0.68
0.68
0.64
0.56
0.45
0.35
0.34
0.42
0.52
0.63
0.72
0.76
0.79
0.78
0.75
0.66
0.55
0.47
0.46
0.52
0.62
0.71
0.79
0.86
0.9
0.9
0.86
0.8
